25,2,19,1,1
26,2,19,1,2
27,2,19,1,3
28,2,19,1,4
1,3,19,1,5
2,3,19,1,6
3,3,19,1,7
4,3,19,2,1
5,3,19,2,2
6,3,19,2,3
7,3,19,2,4
8,3,19,2,5
9,3,19,2,6
10,3,19,2,7
11,3,19,3,1
12,3,19,3,2
13,3,19,3,3
14,3,19,3,4
15,3,19,3,5
16,3,19,3,6
17,3,19,3,7
18,3,19,4,1
19,3,19,4,2
20,3,19,4,3
21,3,19,4,4
22,3,19,4,5
23,3,19,4,6
24,3,19,4,7
25,3,19,5,1
26,3,19,5,2
27,3,19,5,3
28,3,19,5,4
29,3,19,5,5
30,3,19,5,6
31,3,19,5,7
1,4,19,6,1
2,4,19,6,2
3,4,19,6,3
4,4,19,6,4
5,4,19,6,5
6,4,19,6,6
7,4,19,6,7
8,4,19,7,1
9,4,19,7,2
10,4,19,7,3
11,4,19,7,4
12,4,19,7,5
13,4,19,7,6
14,4,19,7,7
15,4,19,8,1
16,4,19,8,2
17,4,19,8,3
18,4,19,8,4
19,4,19,8,5
20,4,19,8,6
21,4,19,8,7
22,4,19,9,1
23,4,19,9,2
24,4,19,9,3
25,4,19,9,4
26,4,19,9,5
27,4,19,9,6
28,4,19,9,7
29,4,19,10,1
30,4,19,10,2
1,5,19,10,3
2,5,19,10,4
3,5,19,10,5
4,5,19,10,6
5,5,19,10,7
6,5,19,11,1
7,5,19,11,2
8,5,19,11,3
9,5,19,11,4
10,5,19,11,5
11,5,19,11,6
12,5,19,11,7
13,5,19,12,1
14,5,19,12,2
15,5,19,12,3
16,5,19,12,4
17,5,19,12,5
18,5,19,12,6
19,5,19,12,7
20,5,19,13,1
21,5,19,13,2
22,5,19,13,3
23,5,19,13,4
24,5,19,13,5
25,5,19,13,6
26,5,19,13,7
27,5,19,14,1
28,5,19,14,2
29,5,19,14,3
30,5,19,14,4
31,5,19,14,5
1,6,19,14,6
2,6,19,14,7
3,6,19,15,1
4,6,19,15,2
5,6,19,15,3
6,6,19,15,4
7,6,19,15,5
8,6,19,15,6
9,6,19,15,7
10,6,19,16,1
11,6,19,16,2
12,6,19,16,3
13,6,19,16,4
14,6,19,16,5
15,6,19,16,6
16,6,19,16,7
17,6,19,17,1
18,6,19,17,2
19,6,19,17,3
20,6,19,17,4
21,6,19,17,5
22,6,19,17,6
23,6,19,17,7
24,6,19,18,1
25,6,19,18,2
26,6,19,18,3
27,6,19,18,4
28,6,19,18,5
29,6,19,18,6
30,6,19,18,7
1,7,19,19,1
2,7,19,19,2
3,7,19,19,3
4,7,19,19,4
5,7,19,19,5
6,7,19,19,6
7,7,19,19,7
8,7,19,20,1
9,7,19,20,2
10,7,19,20,3
11,7,19,20,4
12,7,19,20,5
13,7,19,20,6
14,7,19,20,7
15,7,19,21,1
16,7,19,21,2
17,7,19,21,3
18,7,19,21,4
19,7,19,21,5
20,7,19,21,6
21,7,19,21,7
22,7,19,22,1
23,7,19,22,2
24,7,19,22,3
25,7,19,22,4
26,7,19,22,5
27,7,19,22,6
28,7,19,22,7
29,7,19,23,1
30,7,19,23,2
31,7,19,23,3
1,8,19,23,4
2,8,19,23,5
3,8,19,23,6
4,8,19,23,7
5,8,19,24,1
6,8,19,24,2
7,8,19,24,3
8,8,19,24,4
9,8,19,24,5
10,8,19,24,6
11,8,19,24,7
12,8,19,25,1
13,8,19,25,2
14,8,19,25,3
15,8,19,25,4
16,8,19,25,5
17,8,19,25,6
18,8,19,25,7
19,8,19,26,1
20,8,19,26,2
21,8,19,26,3
22,8,19,26,4
23,8,19,26,5
24,8,19,26,6
25,8,19,26,7
26,8,19,27,1
27,8,19,27,2
28,8,19,27,3
29,8,19,27,4
30,8,19,27,5
31,8,19,27,6
1,9,19,27,7
2,9,19,28,1
3,9,19,28,2
4,9,19,28,3
5,9,19,28,4
6,9,19,28,5
7,9,19,28,6
8,9,19,28,7
9,9,19,29,1
10,9,19,29,2
11,9,19,29,3
12,9,19,29,4
13,9,19,29,5
14,9,19,29,6
15,9,19,29,7
16,9,19,30,1
17,9,19,30,2
18,9,19,30,3
19,9,19,30,4
20,9,19,30,5
21,9,19,30,6
22,9,19,30,7
23,9,19,31,1
24,9,19,31,2
25,9,19,31,3
26,9,19,31,4
27,9,19,31,5
28,9,19,31,6
29,9,19,31,7
30,9,19,32,1
1,10,19,32,2
2,10,19,32,3
3,10,19,32,4
4,10,19,32,5
5,10,19,32,6
6,10,19,32,7
7,10,19,33,1
8,10,19,33,2
9,10,19,33,3
10,10,19,33,4
11,10,19,33,5
12,10,19,33,6
13,10,19,33,7
14,10,19,34,1
15,10,19,34,2
16,10,19,34,3
17,10,19,34,4
18,10,19,34,5
19,10,19,34,6
20,10,19,34,7
21,10,19,35,1
22,10,19,35,2
23,10,19,35,3
24,10,19,35,4
25,10,19,35,5
26,10,19,35,6
27,10,19,35,7
28,10,19,36,1
29,10,19,36,2
30,10,19,36,3
31,10,19,36,4
1,11,19,36,5
2,11,19,36,6
3,11,19,36,7
4,11,19,37,1
5,11,19,37,2
6,11,19,37,3
7,11,19,37,4
8,11,19,37,5
9,11,19,37,6
10,11,19,37,7
11,11,19,38,1
12,11,19,38,2
13,11,19,38,3
14,11,19,38,4
15,11,19,38,5
16,11,19,38,6
17,11,19,38,7
18,11,19,39,1
19,11,19,39,2
20,11,19,39,3
21,11,19,39,4
22,11,19,39,5
23,11,19,39,6
24,11,19,39,7
25,11,19,40,1
26,11,19,40,2
27,11,19,40,3
28,11,19,40,4
29,11,19,40,5
30,11,19,40,6
1,12,19,40,7
2,12,19,41,1
3,12,19,41,2
4,12,19,41,3
5,12,19,41,4
6,12,19,41,5
7,12,19,41,6
8,12,19,41,7
9,12,19,42,1
10,12,19,42,2
11,12,19,42,3
12,12,19,42,4
13,12,19,42,5
14,12,19,42,6
15,12,19,42,7
16,12,19,43,1
17,12,19,43,2
18,12,19,43,3
19,12,19,43,4
20,12,19,43,5
21,12,19,43,6
22,12,19,43,7
23,12,19,44,1
24,12,19,44,2
25,12,19,44,3
26,12,19,44,4
27,12,19,44,5
28,12,19,44,6
29,12,19,44,7
30,12,19,45,1
31,12,19,45,2